"","g__Bacteroides","g__Alistipes","g__Faecalibacterium","g__Prevotella","o__Bacteroidales","g__Parabacteroides","g__Bifidobacterium","o__Clostridiales","f__Lachnospiraceae","g__Roseburia","g__Sutterella","g__Paraprevotella","g__Blautia","g__Barnesiella","g__Ruminiclostridium","g__Ruminococcus","f__Rikenellaceae","g__Odoribacter","g__Fusicatenibacter","o__Burkholderiales","g__Clostridium","g__Bilophila","g__Akkermansia","g__Oscillibacter","g__Gemmiger","f__Ruminococcaceae","p__Firmicutes","g__Eubacterium","g__Dorea","g__Coprococcus","g__Escherichia","g__Lachnoclostridium","g__Collinsella","g__Flavonifractor","g__Intestinimonas","f__Bacteroidaceae","g__Dakarella","g__Butyricimonas","k__Bacteria","g__Lactobacillus","g__Dialister","g__Parasutterella","g__Prevotellamassilia","g__Subdoligranulum","g__Pseudoflavonifractor","g__Anaerotruncus","f__Enterobacteriaceae","g__Mediterranea","g__Streptococcus","g__Phascolarctobacterium","g__Adlercreutzia","g__Eggerthella","g__Tyzzerella","g__Hungatella","g__Ruthenibacterium","g__Angelakisella","g__Enterococcus","g__Holdemania","g__Haemophilus","g__Cellulomonas","g__Butyrivibrio","g__Butyricicoccus","g__Provencibacterium","g__Anaeromassilibacillus","g__Negativibacillus","g__Clostridioides","g__Tannerella","f__Prevotellaceae","g__Acidaminococcus","p__Bacteroidetes","g__Desulfovibrio","g__Eisenbergiella","g__Campylobacter","g__Gordonibacter","g__Neglecta","f__Erysipelotrichaceae","g__Emergencia","g__Anaerostipes","g__Faecalitalea","g__Phocea","f__Comamonadaceae"
"MCT.f.0055",0.783665510536844,0.000179302848113678,0.00573022018763296,0.000818069244518656,0.0459202064971134,0.00805742173710841,0.00323492221805094,0.0153789547017503,0.00628307063598347,0.00934429321992428,7.09740440449976e-05,0.0407615141378428,0.00648105086410899,1.68096420106573e-05,0.000183038324116046,0.00435556501876143,3.73547600236829e-06,0.000422108788267617,0.0120413068936342,9.33869000592073e-06,0.0164267557204146,0.00675187287428069,1.3074166008289e-05,0.00143629052291061,0.00293981961386385,0.000894646502567206,0.00191629918921493,0.00401190122654355,0.000747095200473658,0.00053604080633985,8.21804720521024e-05,0.00190322502320664,0.00121402970076969,0.00194805073523506,0.00129994564882417,0.000390357242247486,0,1.68096420106573e-05,0.000780714484494973,0.00700214976643936,1.86773800118415e-06,1.86773800118415e-06,3.73547600236829e-05,0.000267086534169333,0.0003063090321942,0.000339928316215515,1.86773800118415e-05,0.000168096420106573,0.000476273190301957,9.33869000592073e-06,0.000524834378332745,0.000528569854335113,0.000201715704127888,0.000169964158107757,5.22966640331561e-05,8.40482100532866e-05,0.000110196542069865,0.000524834378332745,0.00114492339472588,9.15191620580231e-05,0.000231599512146834,1.3074166008289e-05,1.86773800118415e-05,0.000132609398084074,1.3074166008289e-05,0.000132609398084074,1.12064280071049e-05,4.85611880307878e-05,1.49419040094732e-05,0.000100857852063944,2.24128560142097e-05,9.52546380603914e-05,0.000162493206103021,6.91063060438134e-05,0.000349267006221435,2.42805940153939e-05,5.60321400355244e-05,8.77836860556549e-05,3.54870220224988e-05,5.22966640331561e-05,0
"MCT.f.0056",0.724493259891151,0.000208061849122308,0.0112791423471567,0.000711790536471052,0.0450399150231606,0.00787349839573364,0.00298952025317842,0.0147833419113218,0.0073040659665568,0.0138963413966425,9.85556127421457e-05,0.0897732125844567,0.00439120007884449,2.19012472760324e-05,0.000175209978208259,0.00908901761955343,0,0.00037232120369255,0.00892475826498319,0,0.0143124650948872,0.00858528893220469,0,0.00200396412575696,0.00226677909306935,0.00154403793296028,0.00171924791116854,0.00462116317524283,0.000657037418280971,0.000306617461864453,3.28518709140486e-05,0.00164259354570243,0.000788444901937165,0.00360275517690732,0.00314282898411065,0.000525629934624777,0,5.47531181900809e-05,0.00068988928919502,0.00629660859185931,0,0,8.76049891041295e-05,0.000295666838226437,0.000788444901937165,0.000492778063710728,1.09506236380162e-05,0.00014235810729421,0.000175209978208259,0,0.000262814967312388,0.000284716214588421,0.00022996309639834,0.000295666838226437,0.000219012472760324,0.000131407483656194,0.000120456860018178,0.000470876816434696,0.000251864343674372,0.000306617461864453,0.000153308730932227,1.09506236380162e-05,0,3.28518709140486e-05,2.19012472760324e-05,0.000164259354570243,0,6.57037418280971e-05,0,0,2.19012472760324e-05,7.66543654661133e-05,4.38024945520647e-05,9.85556127421457e-05,0.000109506236380162,5.47531181900809e-05,1.09506236380162e-05,5.47531181900809e-05,0.000153308730932227,0.00014235810729421,0
"MCT.f.0057",0.610395357215582,0.000156639150389248,0.0231630143638101,0.00138625648094485,0.047610469760812,0.00566642126533106,0.00946883664103006,0.0276898858100594,0.0117205244278755,0.0177276358453032,5.48237026362369e-05,0.169667611722874,0.00661017214642628,1.9579893798656e-05,0.000117479362791936,0.00317194279538228,3.91597875973121e-06,0.000266286555661722,0.0116422048526809,7.83195751946241e-06,0.0038141633119782,0.00510643630268949,0,0.00240049497971523,0.00334424586081045,0.00180918218699582,0.00312886702902523,0.00507119249385191,0.000916339029777103,0.000787111730705973,0.000109647405272474,0.00413527357027615,0.00123744928807506,0.00205197287009915,0.0014175843110227,0.000653968452875112,0,2.34958725583872e-05,0.00115521373412071,0.00794160492473489,3.91597875973121e-06,3.91597875973121e-06,0.000121395341551667,0.000375933960934196,0.000700960197991886,0.000763615858147585,5.09077238765057e-05,0.000101815447753011,0.00025845459814226,3.91597875973121e-06,0.000199714916746292,0.000215378831785216,0.00042292570605097,0.000234958725583872,0.000101815447753011,0.000125311320311399,0.00022712676806441,0.000438589621089895,0.000978994689932802,0.000348522109616077,0.000450337557369089,5.09077238765057e-05,1.9579893798656e-05,0.00022712676806441,3.13278300778497e-05,0.000285866449460378,2.74118513181184e-05,0.000187966980467098,0,0.000121395341551667,7.83195751946241e-06,5.48237026362369e-05,0.000219294810544948,7.44035964348929e-05,0.000368102003414733,6.26556601556993e-05,0.000133143277830861,0.000133143277830861,0.000117479362791936,9.78994689932802e-05,0
"MCT.f.0058",0.431034596440793,0.000112090621971081,0.226864825303469,0.00075166652380607,0.0343920402471269,0.00255830360733996,0.00988375543144999,0.0303501842901697,0.0110046616511608,0.0348535898670078,4.6154961988092e-05,0.0998859313082294,0.00381767471301504,6.59356599829886e-06,0.00158245583959173,0.00112749978570911,0,0.000178026281954069,0.0104771763712969,0,0.0218247034543692,0.006375978320355,0,0.00713423841015937,0.012488214000778,0.0040352623909589,0.00409460448494359,0.00760897516203688,0.000857163579778852,0.000804415051792461,0.000382426827901334,0.00431878572888575,0.00445065704885173,0.00466165116079729,0.00162861080157982,0.000408801091894529,0,1.97806979948966e-05,0.00125937110567508,0.00643532041433969,0,0,8.57163579778852e-05,0.000448362487884322,0.00112090621971081,0.00131871319965977,5.93420939846897e-05,0.000118684187969379,8.57163579778852e-05,6.59356599829886e-06,0.00102200272973632,0.00137146172764616,0.000283523337926851,0.000164839149957472,0.000270336205930253,0.000421988223891127,0.000494517449872414,0.00109453195571761,0.00023077480994046,0.000184619847952368,0.00023077480994046,3.95613959897932e-05,7.91227919795863e-05,0.000210994111945564,4.6154961988092e-05,0.000356052563908138,0,0.000138464885964276,6.59356599829886e-06,7.25292259812875e-05,1.97806979948966e-05,0.000138464885964276,0.000454956053882621,0.00023077480994046,0.000764853655802668,0.000151652017960874,0.000151652017960874,6.59356599829886e-06,5.93420939846897e-05,0.000342865431911541,0
"MCT.f.0059",0.636784427542034,0.000575460368294636,0.0262710168134508,0.000950760608486789,0.0542684147317854,0.00412830264211369,0.00562950360288231,0.0120846677341874,0.00693054443554844,0.0127351881505204,7.50600480384307e-05,0.144090272217774,0.00680544435548439,2.50200160128102e-05,0.000350280224179343,0.00240192153722978,7.50600480384307e-05,0.000150120096076861,0.0244945956765412,0,0.00880704563650921,0.00150120096076861,0,0.00337770216172938,0.0117594075260208,0.00305244195356285,0.00162630104083267,0.00335268214571657,0.000500400320256205,0.000950760608486789,7.50600480384307e-05,0.003427742193755,0.00740592473979183,0.000825660528422738,0.0019515612489992,0.000550440352281825,0,5.00400320256205e-05,0.000675540432345877,0.00127602081665332,0,0,0.000100080064051241,0.000350280224179343,0.000825660528422738,0.000575460368294636,5.00400320256205e-05,0.000125100080064051,0.000175140112089672,0,0.00107586068855084,0.0009757806244996,0.000250200160128102,7.50600480384307e-05,7.50600480384307e-05,2.50200160128102e-05,7.50600480384307e-05,0.000425340272217774,0.000900720576461169,0.000200160128102482,0.000150120096076861,2.50200160128102e-05,7.50600480384307e-05,0.000250200160128102,2.50200160128102e-05,2.50200160128102e-05,0,0.000350280224179343,0,5.00400320256205e-05,0,0.000100080064051241,0.000425340272217774,0.000250200160128102,0.00130104083266613,0,2.50200160128102e-05,7.50600480384307e-05,0.000350280224179343,0.000250200160128102,0
"MCT.f.0060",0.614534294324321,0.00031477546788133,0.0244784216787716,0.00107856888259338,0.0571502636244543,0.00625847694964055,0.00315701278080981,0.0189929962458396,0.0142019284626459,0.020525212126262,3.70324079860388e-05,0.143546871455883,0.00982747526929504,4.62905099825485e-06,5.55486119790582e-05,0.00251357469205238,0,0.000328662620876094,0.0239090484059863,4.62905099825485e-06,0.00642975183657598,0.000703615751734737,1.38871529947645e-05,0.00161553879839094,0.0111143514468099,0.00196271762326006,0.00247191323306809,0.00455035713128452,0.00106468172959862,0.00104153647460734,5.55486119790582e-05,0.00494382646613618,0.00466145435524263,0.000333291671874349,0.00112948844357418,0.000541598966795817,0,0,0.00107393983159512,0.00430964647937526,0,0,0.000111097223958116,0.000361065977863878,0.00044901794683072,0.000638809037759169,2.31452549912742e-05,0.000148129631944155,0.000300888314886565,0,0.00145352201345202,0.00275428534396163,0.000268484957898781,0.000199049192924958,8.33229179685873e-05,0.000120355325954626,0.000180532988931939,0.000675841445745208,0.000222194447916233,0.000277743059895291,0.000370324079860388,4.62905099825485e-05,7.40648159720776e-05,0.000171274886935429,4.62905099825485e-06,0.00031477546788133,1.38871529947645e-05,0.00015275868294241,0,0.000106468172959862,0,5.09195609808033e-05,0.000324033569877839,0.000180532988931939,0.000532340864799308,5.09195609808033e-05,0.000180532988931939,0.000111097223958116,8.79519689668421e-05,2.31452549912742e-05,0
"MCT.f.0061",0.674781467469235,0.00115848570525855,0.0373874932151624,0.000226836361868808,0.0498067840274796,0.00652964670236639,0.00330532984437405,0.0203018543872583,0.0133023323638779,0.0109367531615318,0.000105316882296232,0.0380680023007688,0.0189408362160454,8.1012986381717e-06,6.48103891053736e-05,0.00281925192608375,0,0.000405064931908585,0.0449460048445766,3.24051945526868e-05,0.00794737396404644,0.000518483112842989,0,0.000931649343389745,0.0156031011771187,0.00178228570039777,0.00281925192608375,0.00459343632784335,0.00169317141537789,0.00165266492218703,0.00081012986381717,0.00213874284047733,0.0119332128940269,0.000461774022375787,0.000591394800586534,0.00033215324416504,0,3.24051945526868e-05,0.00837674279186954,0.00144203115759456,0,0,4.86077918290302e-05,0.000591394800586534,0.000275444153697838,0.000307849348250525,0.000421267529184928,0.000145823375487091,0.00033215324416504,8.1012986381717e-06,0.000372659737355898,0.0014015246644037,0.000283545452336009,0.000259241556421494,0.000121519479572575,0.000129620778210747,0.000283545452336009,0.0030622908852289,0.00175798180448326,6.48103891053736e-05,0.000234937660506979,3.24051945526868e-05,0.000129620778210747,0.000210633764592464,8.1012986381717e-06,0.000364558438717726,8.1012986381717e-06,6.48103891053736e-05,1.62025972763434e-05,0.000121519479572575,0,4.86077918290302e-05,0.000356457140079555,5.67090904672019e-05,0.00100456103113329,6.48103891053736e-05,8.91142850198887e-05,0.000445571425099443,4.86077918290302e-05,4.05064931908585e-05,0
"MCT.f.0063",0.650002091787642,0.000302358395484781,0.0756086151224837,0.000792977678724238,0.053878744775285,0.00675837570787995,0.00222299977560823,0.0161124697166198,0.00771679477281285,0.0103258244495746,0.000108392632343601,0.0998429257643582,0.0131478361407659,2.85243769325265e-05,2.09178764171861e-05,0.00158405373231964,9.50812564417551e-06,0.000391734776540031,0.0187519253954429,1.14097507730106e-05,0.00337348297855347,0.000163539761079819,9.50812564417551e-06,0.000483012782724116,0.0042311159116581,0.0018578877508719,0.00235231028436902,0.0022210981504794,0.00124176120912932,0.000933697938258035,0.0019339527560253,0.00142621884662633,0.00300456770355946,0.00018255601236817,0.000509635534527807,0.000425964028859063,3.80325025767021e-06,1.14097507730106e-05,0.0093559956338687,0.000663667169963451,0,1.9016251288351e-06,7.98682554110743e-05,0.000315669771386627,0.000292850269840606,0.000214883639558367,0.00141290747072448,0.000148326760049138,0.000325177897030803,0,0.000382226650895856,0.0010401889454728,0.000226293390331377,0.000115999132858941,0.000104589382085931,0.000112195882601271,0.000325177897030803,0.00037652177550935,0.000521045285300818,0.000195867388270016,0.000224391765202542,1.71146261595159e-05,3.23276271901967e-05,0.000144523509791468,1.14097507730106e-05,0.000256719392392739,9.50812564417551e-06,0.000115999132858941,0,0.000115999132858941,0,3.42292523190318e-05,0.000199670638527686,4.18357528343723e-05,0.000344194148319154,3.8032502576702e-05,7.4163380024569e-05,0.000104589382085931,3.04260020613616e-05,9.50812564417551e-06,0
"MCT.f.0065",0.695800904771129,9.79978805109564e-05,0.0525883975067516,0.000309946784871862,0.0424399193226751,0.00692366420912292,0.00167735907107125,0.0162949964105427,0.0128833027564753,0.0485955536310494,9.11608190799594e-05,0.0385291201841449,0.00480873320646786,9.11608190799594e-06,0.000209669883883907,0.0011189990542065,2.27902047699899e-06,0.000309946784871862,0.00325672026163155,6.83706143099696e-06,0.0107729297947742,0.0103558690474834,2.27902047699899e-06,0.00309946784871862,0.00317695454493659,0.00217418553505703,0.00264138473284182,0.00541495265334959,0.000736123614070672,0.000902492108891598,0.00725184315781077,0.0020328862654831,0.00233827500940096,0.000428455849675809,0.000774866962179655,0.000350969153457844,0,6.83706143099696e-06,0.000822726392196634,0.0053898834281026,0,0,3.87433481089828e-05,0.000284877559624873,0.000553801975910754,0.000551522955433755,0.00542406873525759,0.000193716740544914,0.00106886060371252,1.59531433389929e-05,0.000779425003133653,0.000783983044087651,0.000230181068176898,0.000476315279692788,0.000237018129607895,0.000207390863406908,0.000325899928210855,0.00130815775379742,0.00116230044326948,8.66027781259615e-05,0.000189158699590916,4.10223685859817e-05,5.01384504939777e-05,0.000118509064803947,1.82321638159919e-05,0.000221064986268902,0,4.78594300169787e-05,0,0.000109392982895951,4.33013890629807e-05,0.000125346126234944,0.000152694371958932,0.000109392982895951,0.00013446220814294,1.82321638159919e-05,0.00011167200337295,6.38125733559716e-05,2.05111842929909e-05,6.83706143099696e-05,0
"MCT.f.0066",0.743546309922359,0.000192658524621018,0.0050965589705514,0.000598723414976088,0.0513138570384828,0.00724840649170309,0.00267647150358123,0.0148361883844694,0.00909941031671579,0.0220905228307762,6.07615346881674e-05,0.0847949446403139,0.00918684764712072,7.40994325465456e-06,2.51938070658255e-05,0.00228967246568826,2.96397730186182e-06,0.000428294720119033,0.00710168961526093,1.18559092074473e-05,0.00221260905583985,0.000727656427607077,8.89193190558547e-06,0.00048757426615627,0.00387540032218433,0.000595759437674226,0.00196215297383253,0.00419550987078541,0.00113668529526401,0.00127895620575338,0.00026083000256384,0.00125228041003662,0.00167761115285379,9.04013077067856e-05,0.000474236368297892,0.000450524549882997,8.89193190558547e-06,1.18559092074473e-05,0.00367533185430866,0.00647332642726622,0,0,6.52075006409601e-05,0.000164500740253331,0.000158572785649607,0.000127451023980058,0.000120041080725404,0.000180802615413571,0.00122856859162173,0,0.000294915741535251,0.00048757426615627,0.000247492104705462,0.000100775228263302,1.92658524621018e-05,2.51938070658255e-05,0.000189694547319157,0.000400136935751346,0.00287802196010783,0.000160054774300538,0.000320109548601077,8.89193190558547e-06,3.55677276223419e-05,8.2991364452131e-05,1.18559092074473e-05,0.000188212558668226,7.40994325465456e-06,8.74373304049238e-05,0,0.00013041500128192,2.96397730186182e-06,2.51938070658255e-05,0.000220816308988706,8.59553417539928e-05,0.000180802615413571,2.37118184148946e-05,6.52075006409601e-05,0.000145234887791229,4.59416481788582e-05,1.77838638111709e-05,0
"MCT.f.0067",0.663592111444401,0.000703747776796796,0.00956731393182969,0.000870088160403311,0.0487450440619225,0.00748531726229319,0.00202350334782871,0.0183943217607952,0.0110716890495018,0.0376971179243645,8.04283173482053e-05,0.0899938033637316,0.0074505868525292,6.76329032246271e-05,0.000149889136876201,0.00217887623361502,3.6558326067366e-06,0.000389346172617448,0.00651469370520463,2.74187445505245e-05,0.0320232657187093,0.00723489272873174,3.6558326067366e-06,0.00120276892761634,0.00494816943321799,0.00117717809936919,0.00284606568434445,0.00531192477758828,0.000899334821257204,0.000934065231021202,0.000407625335651131,0.00256091074101899,0.00262305989533351,0.000575793635561015,0.00100169813424583,0.000391174088920817,0,3.6558326067366e-06,0.00172189715777294,0.00856378788128049,0,1.8279163033683e-06,6.76329032246271e-05,0.00031257368787598,0.000444183661718497,0.000637942789875537,0.000155372885786306,0.00020472662597725,0.00520773354829629,7.31166521347321e-06,0.00153179386222264,0.00213866207494091,0.000274187445505245,0.000208382458583986,6.76329032246271e-05,8.77399825616785e-05,0.000252252449864826,0.00107115895377382,0.00330487267648989,0.000210210374887355,0.00026870369659514,1.46233304269464e-05,4.02141586741026e-05,0.000135265806449254,3.29024934606294e-05,0.000195587044460408,9.13958151684151e-06,9.50516477751517e-05,5.4837489101049e-06,7.49445684381004e-05,2.19349956404196e-05,0.000212038291190723,0.000241284952044616,0.000241284952044616,0.000338164516123136,3.29024934606294e-05,7.49445684381004e-05,0.000191931211853672,4.93537401909441e-05,0.000100535396685257,0
"MCT.f.0068",0.645734050379008,0.0647031677640146,0.00594898131690891,0.000749334052206652,0.0505983249642467,0.0217626712845139,0.0029516451080823,0.015717738656042,0.0109338804081129,0.0251072598589973,4.5691100744308e-05,0.0758655036758491,0.0111440594715367,5.48293208931696e-05,0.000438634567145357,0.00233481524803414,4.5691100744308e-05,0.000420358126847634,0.0055925907311033,4.5691100744308e-06,0.00259068541220227,0.00116969217905429,0.00386546712296846,0.00123365972009632,0.00811930860226354,0.0010828790876401,0.00223429482639666,0.00395228021438264,0.00131133459136164,0.00233481524803414,0.00133418014173379,0.00131590370143607,0.000954944005556038,0.000315268595135725,0.000598553419750435,0.000438634567145357,0,4.5691100744308e-06,0.00140271679285026,0.0135519804807618,0.00011422775186077,0,4.5691100744308e-05,0.000278715714540279,0.000127935082084062,0.000246731944019263,0.000237593723870402,0.00016905707275394,0.00079502515295096,9.13822014886161e-06,0.000612260749973728,0.000584846089527143,0.000612260749973728,0.000840716253695268,9.13822014886161e-05,8.22439813397545e-05,0.000187333513051663,0.00051174032833625,0.00459652473487739,0.000146211522381786,0.000255870164168125,9.13822014886161e-06,3.19837705210156e-05,0.00011422775186077,6.39675410420312e-05,0.000150780632456217,1.37073302232924e-05,7.76748712653237e-05,4.5691100744308e-06,8.68130914141853e-05,1.37073302232924e-05,7.31057611908929e-05,0.000164487962679509,0.000146211522381786,0.000123365972009632,8.22439813397545e-05,0.000100520421637478,0.000137073302232924,6.39675410420312e-05,3.19837705210156e-05,0
"MCT.f.0069",0.763649413202797,0.00107658923074335,0.00189524562495444,0.000287838092941799,0.0216252385411468,0.00151021544868165,0.0437831644620885,0.0237559880603264,0.0328752221867097,0.00282043949512451,3.73815705119219e-06,9.53230048054009e-05,0.00706137866970205,9.34539262798048e-06,0.000454186081719851,0.000190646009610802,0,0.000149526282047688,0.00450447924668659,1.49526282047688e-05,0.00577919080114313,0.00504090478353267,0,0.0163376153922355,5.60723557678829e-05,0.0128237477641148,0.00168217067303649,0.00142423783650423,0.000798096530429533,0.00231578829321356,0.0008616452002998,0.0030652887819776,1.8690785255961e-06,0.00611001770017364,0.0002392420512763,0.00019625324518759,0.0244718451356297,7.47631410238438e-06,0.000379422940696007,7.47631410238438e-06,0,0,0.000271016386211434,0.00108593462337133,0.000314005192300144,0.00116817407849756,0.000794358373378341,0.000211205873392359,0.000463531474347832,2.05598637815571e-05,5.60723557678829e-06,0.00259801915057857,0.000112144711535766,0.00125975892625177,0.00110462540862729,0.00022989665864832,0.000140180889419707,1.8690785255961e-06,1.8690785255961e-06,1.30835496791727e-05,5.60723557678829e-06,6.35486698702673e-05,6.35486698702673e-05,6.16795913446712e-05,0.000297183485569779,0.000151395360573284,0.000246718365378685,9.34539262798048e-06,2.24289423071532e-05,0.000336434134607297,2.80361778839414e-05,2.61670993583453e-05,3.36434134607297e-05,0.00116630499997196,5.42032772422868e-05,4.48578846143063e-05,1.30835496791727e-05,0.000112144711535766,9.34539262798048e-05,1.30835496791727e-05,0
"MCT.f.0070",0.600675656228414,0.000431729219433571,0.207190450149666,0.000208669122726226,0.029461921482846,0.00245725880727608,0.0323760937140226,0.0102967418834907,0.0138944853787704,0.0128043690997007,3.59774349527976e-06,9.71390743725535e-05,0.00697962238084274,3.59774349527976e-06,0.00615573912042367,0.000248244301174303,0,0.000255439788164863,0.0033782811420677,1.4390973981119e-05,0.00552613400874971,0.00769197559290813,0,0.00238890168086576,0.000291417223117661,0.00363012318673728,0.00165136426433341,0.000615214137692839,0.000877849412848262,0.000406545014966613,0.000212266866221506,0.00143549965461662,0,0.00234213101542712,6.83571264103155e-05,0.000269830762145982,0.0385534192954179,1.07932304858393e-05,0.000370567580013815,1.07932304858393e-05,0,0,0.000640398342159797,0.000248244301174303,8.63458438867143e-05,0.00044612019341469,0.000640398342159797,0.000129518765830071,0.000888642643334101,7.19548699055952e-06,0,0.00121963504489984,5.75638959244762e-05,0.000172691687773429,0.000388556297490214,7.19548699055952e-05,0.000259037531660143,2.87819479622381e-05,5.39661524291964e-05,2.51842044669583e-05,7.19548699055952e-06,2.51842044669583e-05,7.19548699055952e-06,1.07932304858393e-05,7.19548699055952e-06,8.27481003914345e-05,0.000230255583697905,1.07932304858393e-05,7.19548699055952e-06,0.000334590145061018,4.67706654386369e-05,1.4390973981119e-05,7.19548699055952e-06,0.000194278148745107,0.000212266866221506,5.03684089339166e-05,3.59774349527976e-06,8.9943587381994e-05,0,7.19548699055952e-06,0
"MCT.f.0071",0.688132520228275,0.000503879194963008,0.144761793360042,0.000292429889933888,0.0330333302590704,0.00300078056286005,0.01310310852973,0.00909007065556033,0.0105657168693806,0.0182498745925664,2.24946069179914e-06,8.32300455965682e-05,0.0047193685313946,1.12473034589957e-05,0.0203283762717888,0.000285681507858491,4.49892138359828e-06,0.000283432047166692,0.0023686821084645,1.5746224842594e-05,0.00292654836003068,0.00749295356438294,0,0.00382408317605854,0.000222696608488115,0.00377234558014716,0.00148914297797103,0.00118546578457815,0.000357664249996063,0.00036666209276326,2.47440676097906e-05,0.00065459306131355,2.24946069179914e-06,0.00189404590249488,9.89762704391622e-05,0.000195703080186525,0.0216735537654847,6.74838207539742e-06,0.000425148070750038,2.92429889933888e-05,2.24946069179914e-06,0,0.000859293984267272,0.000362163171379662,7.64816635211708e-05,0.000245191215406106,0.000121470877357154,0.000200202001570124,0.000137217102199748,1.79956855343931e-05,0,0.000413900767291042,3.59913710687863e-05,4.94881352195811e-05,0.00036666209276326,6.07354386785768e-05,0.000175457933960333,1.34967641507948e-05,6.97332814457734e-05,1.5746224842594e-05,4.49892138359828e-06,2.92429889933888e-05,1.34967641507948e-05,2.02451462261923e-05,4.49892138359828e-06,8.77289669801665e-05,0.000231694451255312,1.79956855343931e-05,6.74838207539742e-06,0.000422898610058239,5.62365172949785e-05,6.74838207539742e-06,4.49892138359828e-06,8.77289669801665e-05,0.000155212787734141,4.27397531441837e-05,8.99784276719657e-06,7.64816635211708e-05,2.02451462261923e-05,0,0
"MCT.f.0072",0.83494454251339,0.000496436382039124,0.0342215769084786,0.000304850496737618,0.0339227511251152,0.00256050318406102,0.0153051818559732,0.00596326129784375,0.0103492526343059,0.027017224655537,7.22965604911346e-06,7.47064458408391e-05,0.003653386190152,1.20494267485224e-05,0.000510895694137351,0.000249423133694415,2.40988534970449e-06,0.000207250140074586,0.00136640499328244,8.43459872396571e-06,0.00269063699294506,0.00167848514606918,0,0.00157004030533247,7.10916178162824e-05,0.000842254929721719,0.000890452636715808,0.000943470114409307,0.000273521987191459,0.000261472560442937,0.00268220239422109,0.00068199755396637,0,0.00170619882759078,4.69927643192375e-05,0.000300030726038209,0.00884307429074062,1.20494267485224e-05,0.000506075923437942,9.63954139881795e-06,0,0,0.000680792611291518,6.02471337426122e-05,4.33779362946808e-05,0.000140978292957713,0.00135556050920877,0.000262677503117789,0.000313285095461583,6.02471337426122e-06,0,0.000449443617719887,4.21729936198285e-05,4.57878216443853e-05,7.71163311905436e-05,2.28939108221926e-05,9.51904713133273e-05,3.61482802455673e-06,5.06075923437942e-05,3.25334522210106e-05,1.68691974479314e-05,8.43459872396571e-06,1.56642547730792e-05,1.80741401227837e-05,4.81977069940898e-06,3.9763108270124e-05,0.000138568407608008,3.61482802455673e-05,0,0.000573552713229668,9.63954139881795e-06,2.40988534970449e-06,4.81977069940898e-06,7.71163311905436e-05,8.9165757939066e-05,2.04840254724881e-05,8.43459872396571e-06,5.4222420368351e-05,1.20494267485224e-05,0,0
"MCT.f.0074",0.532141565834504,0.000348953559746735,0.185348995602344,0.000159761870727421,0.0229552582676768,0.00167329538288194,0.00697907119493471,0.0198861486458079,0.103214577009426,0.0374851799843602,0,6.72681560957562e-05,0.00227870878774374,0,0.0284880641065528,0.000290093923162949,0,0.000130332052435528,0.000975388263388465,8.40851951196953e-06,0.00343488022063955,0.0049400052132821,8.40851951196953e-06,0.0101869213887511,0.000231234286579162,0.00357782505234303,0.00243426639871518,0.000327932260966812,0.00044985579389037,0.000235438546335147,0.000109310753655604,0.0016270485255661,0,0.0070085010132266,0.00018498742926333,0.000210212987799238,0.0177672017287916,8.40851951196953e-06,0.000399404676818553,4.20425975598476e-06,4.20425975598476e-06,0,0.000424630235354461,0.000336340780478781,0.000121923532923558,0.000491898391450217,0.00044985579389037,9.66979743876496e-05,0.000222825767067192,4.20425975598476e-06,0,0.000327932260966812,7.56766756077257e-05,8.40851951196953e-05,0.000269072624383025,5.46553768278019e-05,0.000315319481698857,2.10212987799238e-05,4.20425975598476e-06,2.52255585359086e-05,4.20425975598476e-06,5.46553768278019e-05,2.10212987799238e-05,1.68170390239391e-05,2.52255585359086e-05,0.000193395948775299,0.000142944831703482,1.26127792679543e-05,0,0.000235438546335147,3.78383378038629e-05,0,1.68170390239391e-05,0.000105106493899619,9.66979743876496e-05,7.56766756077257e-05,8.40851951196953e-06,3.36340780478781e-05,8.40851951196953e-06,4.20425975598476e-06,0
